PFId,PrjCode,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,AdmLocBenReachedClustAgg1,AdmLocBenReachedClustAgg2,AdmLocBenReachedClustAgg3,AdmLocBenReachedClustAgg4,AdmLocBenReachedClustAgg5,AdmLocBenReachedClustAgg6
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Teknaf,Nhila,Camp 25,,0##0##0##0|||265##139##12##6|||370##370##457##458|||1321##2561##875##1698,0##0##0##0|||265##139##12##6|||370##370##457##458|||1321##2561##875##1698,0##0##0##0|||265##139##12##6|||370##370##457##458|||1321##2561##875##1698,0##0##0##0|||265##139##12##6|||370##370##457##458|||1321##2561##875##1698,0##0##0##0|||265##139##12##6|||370##370##457##458|||1321##2561##875##1698,,"91.70586117,22.70130795","92.06251686,21.47601129","92.23706772,20.96925109","92.25183002,20.99363632","92.24721900,20.98025800",,0.00|||28929.00|||53725.28|||46493.03,0.00|||28929.00|||53725.28|||46493.03,0.00|||28929.00|||53725.28|||46493.03,0.00|||28929.00|||53725.28|||46493.03,0.00|||28929.00|||53725.28|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Teknaf,Nhila,Nayapara RC,,9261##10610##10202##9985|||0##0##0##0|||0##0##0##0|||0##0##0##0,9261##10610##10202##9985|||0##0##0##0|||0##0##0##0|||0##0##0##0,9261##10610##10202##9985|||0##0##0##0|||0##0##0##0|||0##0##0##0,9261##10610##10202##9985|||0##0##0##0|||0##0##0##0|||0##0##0##0,9261##10610##10202##9985|||0##0##0##0|||0##0##0##0|||0##0##0##0,,"91.70586117,22.70130795","92.06251686,21.47601129","92.23706772,20.96925109","92.25183002,20.99363632","92.24986900,20.95734100",,247962.84|||0.00|||0.00|||0.00,247962.84|||0.00|||0.00|||0.00,247962.84|||0.00|||0.00|||0.00,247962.84|||0.00|||0.00|||0.00,247962.84|||0.00|||0.00|||0.00,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Teknaf,Whykyong,Camp 21,,0##0##0##0|||282##148##14##6|||0##0##0##0|||0##0##0##0,0##0##0##0|||282##148##14##6|||0##0##0##0|||0##0##0##0,0##0##0##0|||282##148##14##6|||0##0##0##0|||0##0##0##0,0##0##0##0|||282##148##14##6|||0##0##0##0|||0##0##0##0,0##0##0##0|||282##148##14##6|||0##0##0##0|||0##0##0##0,,"91.70586117,22.70130795","92.06251686,21.47601129","92.23706772,20.96925109","92.18353194,21.09272183","92.15858400,21.13221300",,0.00|||28929.00|||0.00|||0.00,0.00|||28929.00|||0.00|||0.00,0.00|||28929.00|||0.00|||0.00,0.00|||28929.00|||0.00|||0.00,0.00|||28929.00|||0.00|||0.00,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Teknaf,Whykyong,Camp 22,,0##0##0##0|||655##344##30##14|||0##0##0##0|||661##1280##437##849,0##0##0##0|||655##344##30##14|||0##0##0##0|||661##1280##437##849,0##0##0##0|||655##344##30##14|||0##0##0##0|||661##1280##437##849,0##0##0##0|||655##344##30##14|||0##0##0##0|||661##1280##437##849,0##0##0##0|||655##344##30##14|||0##0##0##0|||661##1280##437##849,,"91.70586117,22.70130795","92.06251686,21.47601129","92.23706772,20.96925109","92.18353194,21.09272183","92.19686700,21.08842900",,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 11,,7355##8425##8101##7929|||0##0##0##0|||0##0##0##0|||439##854##292##567,7355##8425##8101##7929|||0##0##0##0|||0##0##0##0|||439##854##292##567,7355##8425##8101##7929|||0##0##0##0|||0##0##0##0|||439##854##292##567,7355##8425##8101##7929|||0##0##0##0|||0##0##0##0|||439##854##292##567,7355##8425##8101##7929|||0##0##0##0|||0##0##0##0|||439##854##292##567,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.15574900,21.18276000",,247962.84|||0.00|||0.00|||51658.93,247962.84|||0.00|||0.00|||51658.93,247962.84|||0.00|||0.00|||51658.93,247962.84|||0.00|||0.00|||51658.93,247962.84|||0.00|||0.00|||51658.93,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 13,,0##0##0##0|||687##361##32##15|||0##0##0##0|||1321##2561##875##1698,0##0##0##0|||687##361##32##15|||0##0##0##0|||1321##2561##875##1698,0##0##0##0|||687##361##32##15|||0##0##0##0|||1321##2561##875##1698,0##0##0##0|||687##361##32##15|||0##0##0##0|||1321##2561##875##1698,0##0##0##0|||687##361##32##15|||0##0##0##0|||1321##2561##875##1698,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.13985600,21.17858400",,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 14,,0##0##0##0|||0##0##0##0|||0##0##0##0|||514##996##340##660,0##0##0##0|||0##0##0##0|||0##0##0##0|||514##996##340##660,0##0##0##0|||0##0##0##0|||0##0##0##0|||514##996##340##660,0##0##0##0|||0##0##0##0|||0##0##0##0|||514##996##340##660,0##0##0##0|||0##0##0##0|||0##0##0##0|||514##996##340##660,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.14411400,21.16702600",,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 15,,0##0##0##0|||282##148##13##6|||0##0##0##0|||294##569##194##377,0##0##0##0|||282##148##13##6|||0##0##0##0|||294##569##194##377,0##0##0##0|||282##148##13##6|||0##0##0##0|||294##569##194##377,0##0##0##0|||282##148##13##6|||0##0##0##0|||294##569##194##377,0##0##0##0|||282##148##13##6|||0##0##0##0|||294##569##194##377,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.14289600,21.16064000",,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 16,,0##0##0##0|||285##150##12##7|||0##0##0##0|||294##569##194##377,0##0##0##0|||285##150##12##7|||0##0##0##0|||294##569##194##377,0##0##0##0|||285##150##12##7|||0##0##0##0|||294##569##194##377,0##0##0##0|||285##150##12##7|||0##0##0##0|||294##569##194##377,0##0##0##0|||285##150##12##7|||0##0##0##0|||294##569##194##377,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.14906900,21.15638100",,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,0.00|||28929.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
99,CBPF-BGD-26-R-INGO-NSFT-39295,7|||10|||10|||10,48.00|||14.00|||13.00|||25.00,493##494##495##496##497##,Chattogram,Cox's Bazar,Ukhia,Palangkhali,Camp 18,,0##0##0##0|||0##0##0##0|||0##0##0##0|||367##711##243##472,0##0##0##0|||0##0##0##0|||0##0##0##0|||367##711##243##472,0##0##0##0|||0##0##0##0|||0##0##0##0|||367##711##243##472,0##0##0##0|||0##0##0##0|||0##0##0##0|||367##711##243##472,0##0##0##0|||0##0##0##0|||0##0##0##0|||367##711##243##472,,"91.70586117,22.70130795","92.06251686,21.47601129","92.11533652,21.22806281","92.08898828,21.20059110","92.14759000,21.18897600",,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,0.00|||0.00|||0.00|||46493.03,,2026,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,0##0##0##0|||0##0##0##0|||0##0##0##0|||0##0##0##0,
