PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/E/UN/1326,,,2015,1,United Nations Children's Fund,3,Provision of Education in Emergency Assistance in Tawila and Shangil Tobay of North Darfur for Newly Displaced IDP Children,3/1/2015 12:00:00 AM,8/31/2015 12:00:00 AM,6 Months,161024,150489.7,0,3/3/2015 6:01:06 AM,0##0##1750##1750,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1695.6225,3/18/2015 5:34:54 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/H/INGO/1515,,,2015,1,Save the Children International,2,"Treatment of infected people by Dengue Hemorrhagic fever out break in Krenik ( West Darfur State), Zalngi and Azoom ( Central Darfur State)",12/15/2015 12:00:00 AM,6/14/2016 12:00:00 AM,6 Months,99009.9,79740,12792.62,12/8/2015 1:57:48 PM,528##550##433##450,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,1351.7550,12/17/2015 1:14:20 PM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/H/UN/1517,,,2015,1,United Nations Children's Fund,3,"Response to Dengue Fever Outbreak in Kerenik, Genena, Zalingi, Azoom, Eddain and Elserif localities in West, Central, East, and North Darfur States (Sudan)",12/20/2015 12:00:00 AM,6/19/2016 12:00:00 AM,6 Months,275005.6,275005.6,0,12/8/2015 6:23:05 PM,134035##151145##201053##226719,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1695.6225,12/17/2015 1:15:14 PM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/H-WASH/UN/1516,,,2015,1,World Health Organization,3,"Response to the outbreak of Viral Hemorragic  fever/Dengue Fever in the most affected 6 localities in North, West, Central and East Darfur states",12/20/2015 12:00:00 AM,6/19/2016 12:00:00 AM,6 Months,829084.1,774845,0,12/9/2015 9:34:56 AM,117130##121910##126890##132070,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1790.4825,12/17/2015 1:15:54 PM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/N/UN/1327,,,2015,1,United Nations Children's Fund,3,Emergency food rations for newly displaced children and women.,3/1/2015 12:00:00 AM,2/29/2016 12:00:00 AM,12 Months,160500,150000,0,3/3/2015 6:01:06 AM,0##575##5462##5463,2a- The project is designed to contribute significantly to gender equality,Reporting,294,PRJ_UND_FINAL_RPT,1695.6225,3/18/2015 5:38:38 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/N/UN/1374,,,2015,1,United Nations Children's Fund,3,Provision of life-saving nutrition treatment services to newly displaced communities in East Darfur,8/1/2015 12:00:00 AM,11/30/2015 12:00:00 AM,4 Months,218782.9,204470,0,7/30/2015 5:18:42 PM,0##6000##796##764,2a- The project is designed to contribute significantly to gender equality,Reporting,294,PRJ_UND_FINAL_RPT,1695.6225,8/24/2015 7:48:05 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/P/UN/1119,,,2015,1,United Nations Children's Fund,3,"Child Protection emergency assistance to vulnerable conflict affected children, including UASC and winterization for newly displaced IDPs in North Darfur",1/1/2015 12:00:00 AM,7/31/2015 12:00:00 AM,7 Months,200000,186915.9,0,2/16/2015 12:18:56 PM,5120##5120##4280##4526,2a- The project is designed to contribute significantly to gender equality,Reporting,294,PRJ_UND_FINAL_RPT,1695.6225,3/18/2015 5:32:18 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/P/UN/1384,,,2015,1,United Nations Children's Fund,3,Provision of emergency Child Protection to newly displaced communities in East Darfur state.,9/6/2015 12:00:00 AM,3/5/2016 12:00:00 AM,6 Months,120000.5,112150,0,8/23/2015 5:51:38 AM,1500##1500##3500##3500,2a- The project is designed to contribute significantly to gender equality,Reporting,294,PRJ_UND_FINAL_RPT,1695.6225,9/15/2015 6:12:19 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/RMS/NGO/1377,,,2015,1,Organization for Voluntary Humanitarian Assistance Programme,1,Provision of WASH Services for South Sudanese Refugees in Kharasana West Kordofan State,9/1/2015 12:00:00 AM,11/23/2015 12:00:00 AM,"2 Months, 23 Days",148514.9,138799,0,7/31/2015 11:28:37 AM,800##2050##950##1200,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,1079.0325,9/15/2015 6:15:20 AM
15,2015 – CHF Reserve Allocation,SUD-15/HSD20/R/RMS/UN/1375,,,2015,1,United Nations High Commissioner for Refugees,3,"Protection of newly arrived South Sudanese refugees in Kharasana, West Kordofan State",9/1/2015 12:00:00 AM,12/31/2015 12:00:00 AM,4 Months,120171.7,112310,0,8/2/2015 11:02:59 AM,100##790##2055##2055,2a- The project is designed to contribute significantly to gender equality,Reporting,294,PRJ_UND_FINAL_RPT,1683.7650,8/24/2015 8:00:21 AM
