PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/H/UN/11359,,,2018,1,World Health Organization,3,Response to vector borne diseases outbreak with focus to Chikungunya in Red Sea,12/1/2018 12:00:00 AM,2/28/2019 12:00:00 AM,3 Months,700000.4,654206,0,12/17/2018 11:30:46 AM,165000##184500##69000##99500,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1790.4825,1/3/2019 3:53:04 PM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/H/UN/11360,,,2018,1,United Nations Children's Fund,3,Response to vector borne diseases outbreak in Red Sea State  ,12/30/2018 12:00:00 AM,3/29/2019 12:00:00 AM,3 Months,300231.3,280590,0,12/16/2018 9:13:05 PM,119335##124205##129279##134556,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1695.6225,1/3/2019 3:51:12 PM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/H-N/INGO/10459,,,2018,1,Concern Worldwide,2,"Emergency Response Health and nutrition Project for flood affected community in El Nuhud Locality, West Kordofan State.",11/1/2018 12:00:00 AM,8/31/2019 12:00:00 AM,10 Months,599628,484079.1,76320.83,9/9/2018 8:38:39 AM,4732##5784##372##455,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,415.0125,11/6/2018 8:56:34 AM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/H-N/INGO/9217,,,2018,1,CARE International Switzerland in Sudan,2,"Health and Nutrition  response for newly accessible areas in Al Abbassiya, South Kordofan",6/15/2018 12:00:00 AM,4/15/2019 12:00:00 AM,"10 Months, 1 Days",290014.9,223834,47208,5/23/2018 2:07:53 PM,8510##10936##4876##5298,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,332.0100,6/24/2018 1:46:32 PM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/H-N-WASH-ESNFIs/INGO/9210,,,2018,1,American Refugee Committee,2,Emergency Response to MBororo returnees &amp; refugees in Maramosa &amp; Karkada / Dimso ‐ South Darfur,7/1/2018 12:00:00 AM,5/31/2019 12:00:00 AM,11 Months,658004.8,571662.9,50211,5/12/2018 3:08:04 PM,2077##2250##1385##1500,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,142.2900,7/8/2018 10:49:32 AM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/L/UN/10939,,,2018,1,World Food Programme,3,Provision of United Nations Humanitarian Air Service in Sudan,11/1/2018 12:00:00 AM,1/31/2019 12:00:00 AM,3 Months,1000000,906237.1,32730.07,10/23/2018 10:44:42 AM,2700##2700##0##0,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,1778.6250,12/7/2018 3:02:52 PM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/RCF/INGO/10829,,,2018,1,United Methodist Committee on Relief,2,Khartoum Open Areas Emergency WASH response for refugees in Bantiu of Jabal Aulia locality,12/15/2018 12:00:00 AM,12/31/2019 12:00:00 AM,"12 Months, 17 Days",499988.2,401908.3,65370.4,10/17/2018 1:28:06 PM,5850##5400##7150##6600,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,1577.0475,12/17/2018 8:11:46 AM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/RCF/INGO/10830,,,2018,1,CARE International Switzerland in Sudan,2,"Emergency WASH Response for South Sudanese Refugees in Naivasha, Umbadda locality (Khartoum Open Area)",12/1/2018 12:00:00 AM,3/15/2020 12:00:00 AM,"15 Months, 15 Days",597500.3,498691.4,59720.05,10/16/2018 8:49:10 PM,5175##5400##6075##5850,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,332.0100,1/13/2019 6:52:25 AM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/RCF/NGO/10828,,,2018,1,Nada Elazhar for Disaster Prevention and Sustainable Development,1,Provision of Protection Srvices and Assistance For South Sudanese Refugees in Khartoum  Open areas in Bantiu and Naivasha,12/15/2018 12:00:00 AM,6/15/2019 12:00:00 AM,6 Months 1 Days,99841.7,91810,1500,10/16/2018 5:39:51 PM,8496##10384##13688##14632,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,4138.2675,1/14/2019 9:56:00 AM
15,2018 - SHF Reserve for Emergencies,SUD-18/HSD20/RE/RCF/NGO/10831,,,2018,1,Almanar Voluntary Organization,1,"Provision of Health and Nutrition Services for South Sudanese Refugees  in Open Areas (Nivasha and Bantiu), Khartoum State",11/1/2018 12:00:00 AM,12/31/2019 12:00:00 AM,14 Months,333409.9,294846,16752,10/17/2018 6:55:03 AM,8795##9055##2205##2295,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,130.4325,12/18/2018 11:10:49 AM
