PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27589,,,2024,1,International NGO,2,Emergency Food Crisis Response in East Darfur ,5/20/2024 12:00:00 AM,11/19/2024 12:00:00 AM,6 Months,642000,600000,0,3/28/2024 6:22:29 PM,3444##3806##5256##5619,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73058.1216,5/31/2024 3:39:10 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27591,,,2024,1,International NGO,2,"Food Crisis Response, Health, and WASH Intervention for vulnerable communities in Al Leit, North Darfur.",6/1/2024 12:00:00 AM,3/31/2025 12:00:00 AM,10 Months,749000,700000,0,3/24/2024 7:13:29 PM,15032##28110##17356##23956,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Project Closure,5504,PRJ_UND_AUD,74910.0864,6/11/2024 9:07:27 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27592,,,2024,1,International NGO,2,"Emergency Food and Nutrition Response for Food-insecure Population in El Salam and Al Odeya Localities in West Kordofan State, Sudan. ",5/1/2024 12:00:00 AM,2/28/2025 12:00:00 AM,10 Months,748997.3,699997.4,0,3/24/2024 4:34:00 PM,4328##3200##4242##10488,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71508.5184,5/9/2024 2:21:40 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27593,,,2024,1,International NGO,2,"Lifesaving emergency Food Crisis Response to conflict-affected populations in Sirba and Geneina localities, West Darfur, Sudan",5/30/2024 12:00:00 AM,5/29/2025 12:00:00 AM,12 Months,2140000,2000000,0,3/24/2024 2:27:44 PM,17026##20321##17267##21613,0- Does not systematically link programming actions,Project Closure,5504,PRJ_UND_AUD,77820.3168,6/19/2024 7:22:38 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27594,,,2024,1,International NGO,2,"Integrated FSL (58%), Health (24%), Nutrition (18%) Food Crisis Response in West Darfur [CONSORTIUM]",5/19/2024 12:00:00 AM,2/18/2025 12:00:00 AM,9 Months,2140000,2000000,0,3/27/2024 2:07:44 PM,26127##31276##25517##29854,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73020.3264,6/7/2024 3:29:33 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27597,,,2024,1,International NGO,2,Food Security Response South Kordofan,6/10/2024 12:00:00 AM,3/8/2025 12:00:00 AM,"8 Months, 27 Days",1577908,1474681,0,3/31/2024 1:26:06 PM,12184##32529##23221##24171,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72491.1936,6/7/2024 3:26:41 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27598,,,2024,1,International NGO,2,Emergency Response to Food Security Crisis in the Hard-to-Reach Areas of Rashad and Alkurmuk localities in South Kordofan and Blue Nile States.,5/1/2024 12:00:00 AM,10/31/2024 12:00:00 AM,6 Months,1011488,945316,0,3/24/2024 2:22:12 PM,9063##7632##13356##17649,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71773.0848,5/9/2024 2:18:34 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27599,,,2024,1,International NGO,2,Central Darfur Food Security Response Consortium,6/16/2024 12:00:00 AM,3/14/2025 12:00:00 AM,"8 Months, 27 Days",1712000,1600000,0,3/30/2024 9:27:46 AM,15689##30610##12061##12593,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72491.1936,6/7/2024 3:25:10 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27600,,,2024,1,International NGO,2,North Kordofan- Food Security Response (Sheikan and Bara),5/12/2024 12:00:00 AM,2/11/2025 12:00:00 AM,9 Months,1600046,1495370,0,3/31/2024 12:37:05 PM,8308##17289##12849##13373,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72491.1936,5/20/2024 1:58:49 PM
15,2024 - SHF Reserve for Emergencies (Early Action Food Response to Sudan Food Security Crisis in Darfur and Kordofan),CBPF-SUD-24-R-INGO-27601,,,2024,1,International NGO,2, Food Security Response - North Darfur,6/15/2024 12:00:00 AM,3/13/2025 12:00:00 AM,"8 Months, 27 Days",829250,775000,0,3/30/2024 2:42:03 PM,6384##13272##9835##10235,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72491.1936,6/7/2024 3:00:55 PM
