PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2025 - SHF Reserve Allocation (Healthcare Support at the Salam Centre in Khartoum),CBPF-SUD-25-R-INGO-35060,,,2025,1,International NGO,2,Delivering critical healthcare services to vulnerable and conflict-affected communities in Khartoum amid Sudan’s humanitarian crisis,7/16/2025 12:00:00 AM,7/15/2026 12:00:00 AM,12 Months,4000000,3738318,0,3/10/2025 12:43:44 PM,5396##7936##18031##16737,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Implementation,5361,PRJ_IMPL_RPT,912786.8608,8/29/2025 1:11:16 PM
15,2025 - SHF Reserve Allocation (Emergency Shelter Response to displacements from ZamZam camp),CBPF-SUD-25-R-INGO-35589,,,2025,1,International NGO,2,Provision of Emergency Shelter NFI to crisis-affected people in North Darfur,5/22/2025 12:00:00 AM,5/21/2026 12:00:00 AM,12 Months,1500000,1401869,0,5/8/2025 9:54:21 AM,6864##8184##5016##6336,"4- Likely to contribute to gender equality, including across age groups",Implementation,5361,PRJ_IMPL_RPT,971531.7376,5/30/2025 2:43:09 PM
15,2025 - SHF Reserve Allocation (Anticipatory cholera response in high-risk states ahead of the 2025 rainy season),CBPF-SUD-25-R-INGO-35591,,,2025,1,International NGO,2,"Provision of Emergency WASH and Health Services for Cholera Outbreak Response in Gedaref state, Sudan",6/1/2025 12:00:00 AM,5/31/2026 12:00:00 AM,12 Months,1120000,1046729,0,5/8/2025 2:57:58 PM,6581##8524##5631##6224,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,5361,PRJ_IMPL_RPT,889194.5408,6/2/2025 10:26:02 PM
15,2025 - SHF Reserve Allocation (Emergency Shelter Response to displacements from ZamZam camp),CBPF-SUD-25-R-INGO-35607,,,2025,1,International NGO,2,Improve Access to Shelter and NFI Needs for IDPs in Localities at Risk of Famine – Jebel Marra,6/1/2025 12:00:00 AM,11/30/2025 12:00:00 AM,6 Months,1000000,934579.4,0,5/8/2025 5:45:18 PM,10530##11070##16200##16200,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,912550.9376,6/4/2025 7:04:33 PM
15,2025 - SHF Reserve Allocation (Emergency Shelter Response to displacements from ZamZam camp),CBPF-SUD-25-R-INGO-35608,,,2025,1,International NGO,2,Emergency shelter and NFI kit provision to IDPs in North Darfur,5/27/2025 12:00:00 AM,11/26/2025 12:00:00 AM,6 Months,500000,467289.7,0,5/8/2025 9:32:32 AM,1165##2912##1249##2996,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,5546,PRJ_UND_FINAL_RPT,934019.9488,5/30/2025 2:42:10 PM
15,2025 - SHF Reserve Allocation (Anticipatory cholera response in high-risk states ahead of the 2025 rainy season),CBPF-SUD-25-R-INGO-35609,,,2025,1,International NGO,2,2025 - SHF Reserve Allocation (Anticipatory cholera response in high-risk states ahead of the 2025 rainy season),6/1/2025 12:00:00 AM,2/28/2026 12:00:00 AM,9 Months,850000,794392.5,0,5/11/2025 2:53:58 PM,22295##23205##9554##9946,"4- Likely to contribute to gender equality, including across age groups",Implementation,5361,PRJ_IMPL_RPT,934019.9488,6/5/2025 3:09:58 PM
15,2025 - SHF Reserve Allocation (Prepositioning of funds for local and rapid response),CBPF-SUD-25-R-INGO-35610,,,2025,1,International NGO,2,"Supporting MAGs in West Kordofan, North Kordofan, White Nile, Gazira and Sennar to provide life-saving humanitarian assistance to affected population",6/1/2025 12:00:00 AM,5/31/2026 12:00:00 AM,12 Months,1500000,1401869,0,5/8/2025 7:51:22 PM,47850##47850##34650##34650,0- Does not systematically link programming actions,Implementation,5361,PRJ_IMPL_RPT,1001022.1376,6/12/2025 7:57:43 PM
15,2025 - SHF Reserve Allocation (Prepositioning of funds for local and rapid response),CBPF-SUD-25-R-INGO-35613,,,2025,1,International NGO,2,2025/26 GCT Support for Mutual Aid Group-led Humanitarian Response in North Kordofan and Khartoum,6/13/2025 12:00:00 AM,6/12/2026 12:00:00 AM,12 Months,1000000,934579.4,0,5/9/2025 3:28:16 AM,9816##14349##11576##17481,"4- Likely to contribute to gender equality, including across age groups",Implementation,5361,PRJ_IMPL_RPT,2686221.5552,6/10/2025 5:07:27 PM
15,2025 - SHF Reserve Allocation (Prepositioning of funds for local and rapid response),CBPF-SUD-25-R-INGO-35616,,,2025,1,International NGO,2,Support to MAGs in hard-to-reach areas in Sudan,6/15/2025 12:00:00 AM,6/14/2026 12:00:00 AM,12 Months,1500000,1401869,0,5/9/2025 7:59:11 AM,53311##56047##82020##82020,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,5361,PRJ_IMPL_RPT,912550.9376,6/10/2025 2:13:02 PM
15,2025 - SHF Reserve Allocation (Prepositioning of funds for local and rapid response),CBPF-SUD-25-R-INGO-35621,,,2025,1,International NGO,2,"Support to humanitarian responses led by Mutual Aid Groups (MAGs) in North and East Darfur, North and South Kordofan, Khartoum, and Al Jazeera states.",6/1/2025 12:00:00 AM,5/31/2026 12:00:00 AM,12 Months,1500000,1401869,0,5/8/2025 3:54:03 PM,9316##11821##6806##7880,"4- Likely to contribute to gender equality, including across age groups",Implementation,5361,PRJ_IMPL_RPT,888250.8480,6/11/2025 7:51:44 PM
