PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4740,,,2017,1,International Organization for Migration,3,Implementation of the Displacement Tracking Matrix (DTM) and emergency information management in Sudan,6/1/2017 12:00:00 AM,5/30/2018 12:00:00 AM,"11 Months, 30 Days",350038.5,299236,27902.82,2/22/2017 3:18:50 PM,40425##50225##78400##75950,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,782.5950,6/8/2017 7:05:48 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4741,,,2017,1,United Nations Children's Fund,3,Monitoring and reporting support for nutrition Sector humanitarian pooled fund allocations in Sudan.,6/1/2017 12:00:00 AM,3/31/2018 12:00:00 AM,10 Months,85947.75,80325,0,2/22/2017 2:44:40 PM,0##1##0##0,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,1695.6225,6/8/2017 7:24:16 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4742,,,2017,1,United Nations Children's Fund,3,Monitoring and reporting support for Education Sector humanitarian pooled fund allocations in Sudan,7/2/2017 12:00:00 AM,5/1/2018 12:00:00 AM,10 Months,92320.76,86281.08,0,2/22/2017 2:24:33 PM,0##1##0##0,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,1695.6225,7/4/2017 9:31:20 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4743,,,2017,1,World Health Organization,3,Monitoring and reporting support for Health Sector humanitarian pooled fund allocations in Sudan,4/1/2017 12:00:00 AM,3/31/2018 12:00:00 AM,12 Months,100000.1,91914,1544,2/22/2017 7:52:56 PM,256846##267329##56381##58682,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,1790.4825,5/15/2017 6:13:39 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4744,,,2017,1,Food and Agriculture Organization of the United Nations,3,Monitoring and reporting support for Food Security and Livelihoods Sector humanitarian pooled fund allocations in Sudan,9/29/2017 12:00:00 AM,8/31/2018 12:00:00 AM,"11 Months, 3 Days",54136.44,48444.8,2150,2/22/2017 9:46:04 AM,108131##112545##46342##48234,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,498.0150,5/22/2017 2:50:44 PM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/CCS/UN/4746,,,2017,1,United Nations High Commissioner for Refugees,3,Monitoring and reporting support for Protection Sector humanitarian pooled fund allocations in Sudan,5/14/2017 12:00:00 AM,1/13/2018 12:00:00 AM,8 Months,62358.53,57074,1205,3/16/2017 1:38:35 PM,439230##536835##658792##805253,"4- Not applicable - Only used for very small number of projects, such as 'support services'",Project Closure,182,PRJ_UND_CLSR,1683.7650,6/8/2017 7:26:49 AM
15,2017 - SHF 1st Protracted Displacement Pilot in Kreinik,SUD-17/HSD20/R/FSL/UN/7337,,,2017,1,World Food Programme,3,Stregthening self-reliance for vulnerable protracted IDPs through a multi-purpose cash grant in Kreinik camp,12/1/2017 12:00:00 AM,3/31/2019 12:00:00 AM,16 Months,750244.3,646568.8,54594.04,10/23/2017 9:58:41 AM,3710##4385##4216##4554,2a- The project is designed to contribute significantly to gender equality,Project Closure,182,PRJ_UND_CLSR,1778.6250,12/13/2017 7:19:18 AM
15,2017 - SHF 1st Protracted Displacement Pilot in Kreinik,SUD-17/HSD20/R/H/INGO/7334,,,2017,1,Save the Children International,2,Pilot sustainable approaches for improving access to quality basic health services for IDPs and host communities affected by protracted crisis,1/1/2018 12:00:00 AM,3/31/2019 12:00:00 AM,15 Months,100000,79980,13477.94,10/22/2017 7:42:19 PM,1224##1326##1176##1274,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,1351.7550,1/7/2018 9:03:41 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/H/NGO/6247,,,2017,1,Global Aid Hand,1,Continue providing access to quality health services to communities in Abyei North.,7/1/2017 12:00:00 AM,6/30/2018 12:00:00 AM,12 Months,248351.1,182586,49517.8,5/30/2017 11:50:03 AM,8000##16000##14400##21600,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,3948.5475,7/13/2017 6:03:08 AM
15,2017 - SHF 1st Reserve Allocation,SUD-17/HSD20/R/H-N-WASH/INGO/6249,,,2017,1,GOAL,2,"Provision of multi-sector lifesaving response for the conflict affected populations of Kutum and Al waha localities, North Darfur",7/1/2017 12:00:00 AM,5/31/2018 12:00:00 AM,11 Months,500000.1,363901.7,103388,5/28/2017 2:19:40 PM,68599##71398##14050##14624,2a- The project is designed to contribute significantly to gender equality,Project Closure,171,PRJ_PRJ_CLS,592.8750,7/13/2017 6:03:17 AM
