PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL/INGO/21583,,,2022,1,International NGO,2,Drought Response in Red Sea,5/1/2022 12:00:00 AM,10/31/2022 12:00:00 AM,6 Months,630716.9,511590,77865,3/20/2022 10:32:50 AM,7750##7500##5000##4750,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,74910.0864,6/3/2022 4:33:37 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL/INGO/21716,,,2022,1,International NGO,2,"Improved access to FSL services in response to drought in Mukjar, North Jabel Marra (Rokero), and Azoum Localities of Central Darfur State",5/15/2022 12:00:00 AM,3/31/2023 12:00:00 AM,"10 Months, 17 Days",600000.5,463848.1,96900,4/4/2022 10:37:42 AM,8160##10200##11016##11424,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73171.5072,6/3/2022 4:50:33 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL-N/INGO/21588,,,2022,1,International NGO,2,"Provision of FSL and Nutrition services to drought affected population in Kass, Niteiga, Ed El Fursan &amp; EJM, South Darfur",5/10/2022 12:00:00 AM,1/9/2023 12:00:00 AM,8 Months,794968.3,648972.8,93988.26,3/21/2022 12:48:53 PM,14384##14809##21466##22326,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73058.1216,6/3/2022 4:48:20 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL-N/INGO/21803,,,2022,1,International NGO,2,Drought response in Gedaref  state,5/1/2022 12:00:00 AM,8/31/2022 12:00:00 AM,4 Months,349932.9,281600.1,45440,4/12/2022 1:24:53 PM,14500##8500##500##500,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5504,PRJ_UND_AUD,74910.0864,6/3/2022 5:00:01 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL-N/INGO/21804,,,2022,1,International NGO,2,Drought response in Gadarif state,4/22/2022 12:00:00 AM,9/30/2022 12:00:00 AM,"5 Months, 9 Days",650000,545709.2,61767.48,4/12/2022 1:27:46 PM,6429##7293##9939##11339,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,78330.5520,6/3/2022 4:38:53 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/FSL-N-WASH/INGO/21586,,,2022,1,International NGO,2,"Drought Response Project for Vulnerable groups of IDPS , Returnees and host Communities  in Localities of Assalya, Alferdous, Shariya and Yassin in  East Darfur Sudan",5/10/2022 12:00:00 AM,5/9/2023 12:00:00 AM,12 Months,1592370,1314420,173776.1,3/21/2022 6:55:14 AM,16202##16871##24324##25313,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71225.0544,6/3/2022 4:36:58 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/N/INGO/21584,,,2022,1,International NGO,2,Providing lifesaving nutrition services for drought response in Red Sea,5/1/2022 12:00:00 AM,11/30/2022 12:00:00 AM,7 Months,359992.8,282280.2,54161.66,3/23/2022 6:39:02 AM,30900##32601##8820##9180,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72491.1936,6/3/2022 5:04:58 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/N-WASH/INGO/21714,,,2022,1,International NGO,2,Provision of emergency WASH and Nutrition intervention in response to drought in Central Darfur,5/1/2022 12:00:00 AM,2/14/2023 12:00:00 AM,"9 Months, 14 Days",998868.8,897501.9,36020.27,4/6/2022 8:49:12 AM,13556##14144##15254##16016,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73020.3264,6/3/2022 4:56:34 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/WASH/INGO/21585,,,2022,1,International NGO,2,"WASH Drought Response in Tokar, Dordeib and Algunub localities of Red Sea state",4/21/2022 12:00:00 AM,10/20/2022 12:00:00 AM,6 Months,589997.3,507914.5,43484.8,3/20/2022 11:28:28 AM,6930##9135##6930##8505,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71773.0848,6/3/2022 4:51:53 PM
15,2022- SHF Reserve for Emergencies (Drought Response),SUD-22/HSD20/RA1/WASH/NGO/21587,,,2022,1,National NGO,1,Provision of emergency WASH services to dry-spell affected people in South Darfur,4/26/2022 12:00:00 AM,12/25/2022 12:00:00 AM,8 Months,496788.5,456728.3,7560,3/21/2022 6:54:34 AM,39705##63623##27039##28633,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71659.6992,6/3/2022 5:03:40 PM
15,2022- SHF Reserve for Emergencies  (Sub-national Conflict/Dry-Spell),SUD-22/HSD20/RA2/ESNFIs-WASH-P/INGO/21592,,,2022,1,International NGO,2,"Provision of emergency WASH, Protection, and shelter intervention in response to conflict and drought in West Darfur.",5/1/2022 12:00:00 AM,2/28/2023 12:00:00 AM,10 Months,1104981,896068.3,136624.2,3/20/2022 9:41:57 AM,4332##5018##7091##7335,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,72699.0672,6/3/2022 4:43:56 PM
15,2022- SHF Reserve for Emergencies  (Sub-national Conflict/Dry-Spell),SUD-22/HSD20/RA2/FSL-WASH/NGO/21594,,,2022,1,National NGO,1,Provision of emergency WASH AND FSL intervention in response to conflict and drought in Foro Baranga of W. D.,4/25/2022 12:00:00 AM,10/24/2022 12:00:00 AM,6 Months,350000.8,304545,22558.5,3/23/2022 10:55:16 AM,2160##3312##1440##2160,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Project Closure,5504,PRJ_UND_AUD,74569.9296,6/3/2022 4:58:33 PM
15,2022- SHF Reserve for Emergencies  (Sub-national Conflict/Dry-Spell),SUD-22/HSD20/RA2/N-H/INGO/21595,,,2022,1,International NGO,2,Provision of integrated Health and Nutrition services to respond to conflict and drought in WD,5/1/2022 12:00:00 AM,4/30/2023 12:00:00 AM,12 Months,466620.9,367313.4,68780.85,3/21/2022 6:55:59 AM,2526##3263##2420##2315,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71489.6208,6/6/2022 10:01:47 PM
15,2022- SHF Reserve for Emergencies  (Sub-national Conflict/Dry-Spell),SUD-22/HSD20/RA2/N-H-ESNFIs/INGO/21591,,,2022,1,International NGO,2,"Integrated multispectral response to conflict and displacement in Jebel Moon, Kereinik and Kulbus localities (West Darfur)",5/1/2022 12:00:00 AM,2/28/2023 12:00:00 AM,10 Months,913813.6,708622.5,145408.9,3/21/2022 6:56:39 AM,3812##10675##12958##10675,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,71508.5184,6/3/2022 3:27:26 PM
15,2022- SHF Reserve for Emergencies  (Sub-national Conflict/Dry-Spell),SUD-22/HSD20/RA2/WASH-FSL-P/INGO/21593,,,2022,1,International NGO,2,"Increase access to WASH, FSL and Protection services in WD",4/24/2022 12:00:00 AM,12/23/2022 12:00:00 AM,8 Months,1409315,1201414,115703.5,3/21/2022 6:57:23 AM,18491##19861##14382##15752,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,73020.3264,6/3/2022 4:54:25 PM
15,2022 - SHF Reserve for Emergencies (Prepositioning of Stock),SUD-22/HSD20/RA3/ESNFIs/UN/22373,,,2022,1,UN Agency,3,RfE – Prepositioning of NFI kits,7/25/2022 12:00:00 AM,7/24/2023 12:00:00 AM,12 Months,2000000,1877934,0,6/9/2022 7:54:11 AM,10850##14476##13667##18507,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Reporting,5546,PRJ_UND_FINAL_RPT,72831.3504,8/10/2022 3:09:22 PM
