PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/FSL/INGO/17951,,,2020,1,International NGO,2,Emergency multipurpose cash/voucher assistance for Ethiopian refugees in Um Rakuba camp,12/24/2020 12:00:00 AM,8/23/2021 12:00:00 AM,8 Months,1455501,950532,409749.1,12/13/2020 8:51:45 AM,6000##3000##3000##3000,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5501,PRJ_PRJ_CLS,901698.4704,1/18/2021 5:57:18 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/H-N/INGO/17948,,,2020,1,International NGO,2,Emergency health and nutrition response to Ethiopian refugees,1/1/2021 12:00:00 AM,2/28/2022 12:00:00 AM,14 Months,500000.3,408536.2,58753.8,12/13/2020 4:04:16 PM,1100##3300##2200##2695,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Project Closure,5501,PRJ_PRJ_CLS,918213.0944,1/12/2021 8:35:30 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/H-WASH-P/INGO/17949,,,2020,1,International NGO,2,"Health, WASH &amp; Protection response for Ethiopian Refugee in Gadaref state",12/24/2020 12:00:00 AM,10/31/2021 12:00:00 AM,"10 Months, 8 Days",800000.1,701663.6,46000,12/13/2020 10:23:22 AM,8085##8415##6615##6885,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,889194.5408,1/22/2021 12:56:11 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/WASH/INGO/17950,,,2020,1,International NGO,2,Provision of Emergency WASH services for Ethiopian refugees in Um Raquba,12/18/2020 12:00:00 AM,10/17/2021 12:00:00 AM,10 Months,600000.4,478292,82456,12/13/2020 10:57:48 AM,6270##4730##5130##3870,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,891317.8496,1/7/2021 7:49:17 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/WASH/INGO/17952,,,2020,1,International NGO,2,"Life-saving humanitarian assistance in Water, Sanitation and Hygiene for Ethiopian Refugees and hosting communities at Hamdayet Border Reception Centre and Hamdayet Village in Kassala State",12/27/2020 12:00:00 AM,12/31/2021 12:00:00 AM,"12 Months, 5 Days",628299.8,527410,59786,12/13/2020 10:28:58 AM,4720##4040##3890##3350,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5504,PRJ_UND_AUD,891789.6960,1/7/2021 7:45:54 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/WASH/INGO/17953,,,2020,1,International NGO,2,RCF response (Responding to Emergency needs of Ethiopian Refugees through WASH interventions in Gadaref state - Sudan),12/22/2020 12:00:00 AM,11/15/2021 12:00:00 AM,"10 Months, 25 Days",524372.3,456343.1,33724.48,12/13/2020 10:14:08 AM,1442##1088##1180##890,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,897687.7760,1/7/2021 7:43:43 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/WASH-ESNFIs-P/INGO/17955,,,2020,1,International NGO,2,"Emergency WASH, NFIs and protection response to Ethiopian refugees",1/1/2021 12:00:00 AM,8/31/2021 12:00:00 AM,8 Months,522844.1,417940,70699.36,12/13/2020 10:29:35 AM,9540##5300##4028##2332,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5506,PRJ_UND_REF,935199.5648,1/12/2021 8:32:35 PM
15,2020 - SHF Reserve for Emergencies (Ethiopian Refugees),SUD-20/HSD20/ RA5/WASH-P/INGO/17954,,,2020,1,International NGO,2,Provision of the lifesaving emergency WASH and Child Protection services to Ethiopian refugees and host community in Um Raquba and Village 8 in Gedaref State,12/24/2020 12:00:00 AM,2/28/2022 12:00:00 AM,"14 Months, 5 Days",699999.2,569895.1,84309.78,12/13/2020 11:29:59 AM,1045##1125##2362##2343,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,924818.9440,1/7/2021 6:55:50 PM
15,2020 - SHF Reserve for Emergencies (Newly accessible areas in Jebel Marra and Two Areas),SUD-20/HSD20/ RA6/FSL-E/INGO/17959,,,2020,1,International NGO,2,New accessible areas in the Two Areas,1/18/2021 12:00:00 AM,12/31/2021 12:00:00 AM,"11 Months, 14 Days",499963.5,381459.2,85796.43,12/16/2020 4:35:26 PM,2388##5376##7487##10034,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Project Closure,5501,PRJ_PRJ_CLS,905001.3952,2/5/2021 1:57:51 PM
15,2020 - SHF Reserve for Emergencies (Newly accessible areas in Jebel Marra and Two Areas),SUD-20/HSD20/ RA6/FSL-N-H-WASH/INGO/17957,,,2020,1,International NGO,2,Multi Sectoral Intervention in Newly Opened Jabel Marra Areas,1/15/2021 12:00:00 AM,10/14/2021 12:00:00 AM,9 Months,549971.4,465406.6,58375.73,12/16/2020 4:31:16 PM,5203##5415##6622##6892,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Project Closure,5504,PRJ_UND_AUD,911607.2448,2/5/2021 2:01:11 PM
15,2020 - SHF Reserve for Emergencies (Newly accessible areas in Jebel Marra and Two Areas),SUD-20/HSD20/ RA6/H-N/INGO/17958,,,2020,1,International NGO,2,"provision of lifesaving integrated health and nutrition services to crisis-affected people in the South Jebel Mara area, South Darfur state.",1/1/2021 12:00:00 AM,6/30/2021 12:00:00 AM,6 Months,250000,200739.6,32905.3,12/21/2020 10:17:49 AM,9600##10400##10000##10000,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,891317.8496,2/5/2021 1:55:41 PM
15,Reserve for Emergencies (Multi-Sector Needs Assessment) - IOM,SUD-20/HSD20/RA 3/CCS/UN/17190,,,2020,1,UN Agency,3,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,8/10/2020 12:00:00 AM,5/9/2021 12:00:00 AM,9 Months,676882,587150,45450,8/31/2020 10:08:08 PM,7537##14567##16929##17211,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,5546,PRJ_UND_FINAL_RPT,896980.0064,1/6/2021 12:16:12 AM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/E/UN/17604,,,2020,1,UN Agency,3,"Provision of lifesaving education interventions and supplies to 30,000 children (15,000 boys &amp; 15,000 girls) in five states in Sudan",11/18/2020 12:00:00 AM,7/18/2021 12:00:00 AM,"8 Months, 1 Days",799980.8,690322,57323.6,10/19/2020 11:52:38 AM,350##250##15000##15000,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,909483.9360,11/27/2020 8:30:18 PM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/ESNFIs/UN/17603,,,2020,1,UN Agency,3,Provision of emergency and life-saving NFIs to those affected by floods.,11/18/2020 12:00:00 AM,2/17/2021 12:00:00 AM,3 Months,1353805,1271178,0,10/21/2020 11:30:06 AM,10272##13898##15712##20544,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Reporting,5546,PRJ_UND_FINAL_RPT,909248.0128,11/27/2020 8:37:50 PM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/FSL/UN/17605,,,2020,1,UN Agency,3,Agriculture and livestock based livelihood support for flood affected food insecure households in Sudan.,12/19/2020 12:00:00 AM,12/31/2021 12:00:00 AM,"12 Months, 13 Days",3799987,3260783,290606.5,10/19/2020 2:13:23 PM,173048##180112##115366##120074,"4- Likely to contribute to gender equality, including across age groups",Reporting,5546,PRJ_UND_FINAL_RPT,894148.9280,1/6/2021 12:20:33 AM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/H/NGO/17081,,,2020,1,National NGO,1,Health response to floods affected population in Wadramli in Khartoum state.,9/9/2020 12:00:00 AM,5/8/2021 12:00:00 AM,8 Months,210688.6,171727.2,25178,8/4/2020 12:28:33 PM,1960##2040##490##510,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,888958.6176,12/18/2020 12:13:46 AM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/H-WASH/UN/17240,,,2020,1,UN Agency,3,Public Health Response to Floods in 8 Worst-Affected States of Sudan,10/4/2020 12:00:00 AM,5/3/2021 12:00:00 AM,7 Months,500004.3,428713.7,38580,9/17/2020 3:00:49 PM,122675##101207##46004##36803,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,911371.3216,10/8/2020 3:57:04 PM
15,2020 - SHF Reserve for Emergencies (Floods),SUD-20/HSD20/RA2/H-WASH/UN/17602,,,2020,1,UN Agency,3,Emergency Health Response to 10 floods affected states in Sudan,11/18/2020 12:00:00 AM,8/17/2021 12:00:00 AM,9 Months,999791.1,905044.2,29340,10/20/2020 7:33:31 AM,320003##264151##119846##96000,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,911371.3216,12/4/2020 7:41:40 PM
