PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2021 - SHF Reserve for Emergencies (West Darfur Conflict),SUD-21/HSD20/RA1/FSL/INGO/20217,,,2021,1,International NGO,2,"Livelihood Based Emergency Response Project in the aftermath of the main clashes in West Darfur State of Genena, Sirba &amp; Kreinik Localities,",12/1/2021 12:00:00 AM,8/31/2022 12:00:00 AM,9 Months,500000,395585.1,71704.62,10/6/2021 12:43:55 PM,9660##10080##10920##11340,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,913494.6304,12/13/2021 5:37:46 PM
15,2021 - SHF Reserve for Emergencies (West Darfur Conflict),SUD-21/HSD20/RA1/FSL/NGO/20216,,,2021,1,National NGO,1,Urgent livelihood support in the aftermath of the main clashes in WD,11/22/2021 12:00:00 AM,5/21/2022 12:00:00 AM,6 Months,499867,452726.4,14439,10/6/2021 1:41:06 PM,5400##3600##0##0,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,915617.9392,12/30/2021 10:49:25 PM
15,2021 - SHF Reserve for Emergencies (West Darfur Conflict),SUD-21/HSD20/RA1/H-WASH-N-ESNFIs/INGO/18069,,,2021,1,International NGO,2,Geneina Emergency Conflict Response,3/1/2021 12:00:00 AM,10/31/2021 12:00:00 AM,8 Months,599654.3,534624.6,25800,1/31/2021 7:27:45 AM,9209##9584##11720##12198,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5501,PRJ_PRJ_CLS,911607.2448,2/25/2021 3:34:07 PM
15,2021 - SHF Reserve for Emergencies (West Darfur Conflict),SUD-21/HSD20/RA1/H-WASH-P/INGO/18068,,,2021,1,International NGO,2,"Multi-sectorial Health, WASH, and Protection emergency response to West Darfur's crisis",2/14/2021 12:00:00 AM,8/13/2021 12:00:00 AM,6 Months,399968.9,307570.1,66232.57,1/31/2021 11:06:45 AM,618##670##2485##2647,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5501,PRJ_PRJ_CLS,905001.3952,2/26/2021 12:43:08 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Covid 19),SUD-21/HSD20/RA10/H/INGO/20977,,,2021,1,International NGO,2,"Covid response in  River Nile, Sennar, Gezira and White Nile states",2/6/2022 12:00:00 AM,6/5/2022 12:00:00 AM,4 Months,757559.9,608919.9,99080.08,12/13/2021 1:55:06 PM,295##225##0##0,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,905001.3952,2/17/2022 8:07:31 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Anticipatory approach _Drought),SUD-21/HSD20/RA11/FSL/NGO/21414,,,2021,1,National NGO,1,"Draught Emergency response in Um Dam, Sodari and Jabrat Elsheikh localities in North Kordofan State.",3/15/2022 12:00:00 AM,11/14/2022 12:00:00 AM,8 Months,399996,347468,26360,2/16/2022 1:27:56 PM,470##490##706##734,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,919392.7104,3/25/2022 7:32:42 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Anticipatory approach _Drought),SUD-21/HSD20/RA11/FSL-N-WASH/INGO/20988,,,2021,1,International NGO,2,Multisectoral Response to Drought in Kassala (Consortium),3/1/2022 12:00:00 AM,10/31/2022 12:00:00 AM,8 Months,1899729,1634221,141226.6,12/20/2021 6:53:26 AM,5760##5400##3489##3351,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,902878.0864,3/3/2022 5:48:07 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Anticipatory approach _Drought),SUD-21/HSD20/RA11/FSL-WASH/INGO/21405,,,2021,1,International NGO,2,Reserve for emergency to Respond to the Drought impact in North Darfur- Malha locality,3/10/2022 12:00:00 AM,2/2/2023 12:00:00 AM,"10 Months, 24 Days",1344134,1061413,194787.3,2/17/2022 11:15:12 AM,31341##27859##13929##5224,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,891789.6960,3/25/2022 7:35:28 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Anticipatory approach _Drought),SUD-21/HSD20/RA11/FSL-WASH/INGO/21406,,,2021,1,International NGO,2,"Multi-sectoral Response to Drought in Al Koma locality, North Darfur State",3/15/2022 12:00:00 AM,11/14/2022 12:00:00 AM,8 Months,845151.1,708658.9,81201.85,2/16/2022 12:45:17 PM,15404##14800##2942##2854,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,902878.0864,4/6/2022 5:15:17 PM
15,2021 - SHF Reserve for Emergencies (End of year allocations- Anticipatory approach _Drought),SUD-21/HSD20/RA11/WASH/INGO/21415,,,2021,1,International NGO,2,"Drought WASH response in Sodari, Um Dam, Jebrat El Sheikh, and West Barra Localities in North Kordofan state",3/8/2022 12:00:00 AM,11/7/2022 12:00:00 AM,8 Months,982303.3,782131.6,135908.8,2/17/2022 11:16:21 AM,91735##81542##81542##84941,"4- Likely to contribute to gender equality, including across age groups",Project Closure,5504,PRJ_UND_AUD,924818.9440,4/6/2022 5:14:02 PM
15,2021 - SHF Reserve for Emergencies (Combating desert locust in Yabus- Blue Nile State),SUD-21/HSD20/RA2/FSL/UN/18096,,,2021,1,UN Agency,3,"Provision of animal health services and support to fight against desert locust in Yabus area, Kurmuk locality, Blue Nile state, Sudan",4/7/2021 12:00:00 AM,12/31/2021 12:00:00 AM,"8 Months, 25 Days",115000,50846.61,56630.03,3/1/2021 8:20:56 AM,2940##3060##1960##2040,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,894148.9280,5/6/2021 12:23:58 PM
15,2021 - SHF Reserve for Emergencies (Support COVID Isolation Center – Khartoum State),SUD-21/HSD20/RA3/H/INGO/18488,,,2021,1,International NGO,2,COVID response- Khartoum teaching Hospital Isolation Centre,5/1/2021 12:00:00 AM,7/31/2021 12:00:00 AM,3 Months,300000,264296.1,16077.77,4/27/2021 7:29:21 AM,355##145##0##0,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,5506,PRJ_UND_REF,905001.3952,5/12/2021 7:14:27 PM
15,2021 - SHF Reserve for Emergencies (Prepositioning of Stock),SUD-21/HSD20/RA4/ESNFIs/UN/19399,,,2021,1,UN Agency,3,RfE – Prepositioning of Stock,8/3/2021 12:00:00 AM,8/2/2022 12:00:00 AM,12 Months,2507734,2354680,0,7/1/2021 6:38:32 AM,19000##28500##19000##28500,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Implementation,5546,PRJ_UND_FINAL_RPT,909248.0128,8/17/2021 4:08:31 PM
15,2021 - SHF Reserve for Emergencies (Prepositioning of Stock),SUD-21/HSD20/RA4/H/UN/19201,,,2021,1,UN Agency,3,Establishing core medicines and medical supplies pipeline to preposition for emergency health preparedness and response in Sudan,7/20/2021 12:00:00 AM,7/19/2022 12:00:00 AM,12 Months,499096.8,425859.2,40586.4,6/16/2021 7:11:45 AM,35770##37230##53655##55845,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Implementation,5546,PRJ_UND_FINAL_RPT,911371.3216,8/6/2021 2:55:46 PM
15,2021 - SHF Reserve for Emergencies (Prepositioning of Stock),SUD-21/HSD20/RA4/H-P/UN/19241,,,2021,1,UN Agency,3,Prepositioning of Dignity kits and interagency reproductive health kits.,7/15/2021 12:00:00 AM,11/14/2022 12:00:00 AM,16 Months,1407856,1315753,0,6/15/2021 10:45:13 AM,9178##50304##3066##21252,"4- Likely to contribute to gender equality, including across age groups",Implementation,5546,PRJ_UND_FINAL_RPT,909012.0896,7/30/2021 5:04:59 PM
15,2021 - SHF Reserve for Emergencies (Prepositioning of Stock),SUD-21/HSD20/RA4/H-WASH/UN/19268,,,2021,1,UN Agency,3,Prepositioning and distribution of WASH and Health humanitarian supplies,7/30/2021 12:00:00 AM,7/29/2022 12:00:00 AM,12 Months,2700004,2307369,216000,6/20/2021 9:42:05 AM,496800##483200##542700##527300,"3- Likely to contribute to gender equality, but without attention to age groups",Reporting,5546,PRJ_UND_FINAL_RPT,909483.9360,8/6/2021 2:56:19 PM
15,2021- Reserve for Emergencies (Multi-Sector Needs Assessment),SUD-21/HSD20/RA5/CCS/INGO/20227,,,2021,1,International NGO,2,DCA-MSNA Project,12/1/2021 12:00:00 AM,2/28/2022 12:00:00 AM,3 Months,107642.8,100122.8,478,10/14/2021 7:21:50 AM,527381##527381##449250##449250,0- Does not systematically link programming actions,Project Closure,5501,PRJ_PRJ_CLS,1001022.1376,12/27/2021 7:55:39 PM
15,2021- Reserve for Emergencies (Multi-Sector Needs Assessment),SUD-21/HSD20/RA5/CCS/UN/18738,,,2021,1,UN Agency,3,2021 Multi Sector Needs Assessment Nation Wide to inform the HNO and HRP Processes in Sudan,7/12/2021 12:00:00 AM,1/11/2022 12:00:00 AM,6 Months,836485.4,690625.4,91136.64,6/10/2021 1:12:46 PM,250##250##250##250,"3- Likely to contribute to gender equality, but without attention to age groups",Reporting,5546,PRJ_UND_FINAL_RPT,896980.0064,7/30/2021 5:06:18 PM
15,2021 - SHF Reserve for Emergencies (Floods Response),SUD-21/HSD20/RA6/ESNFIs-H-WASH-P/INGO/20146,,,2021,1,International NGO,2,"SCI Integrated ,Health , WASH, NFI and Protection Flood  Response in River Nile  Sep. 2021 for the affected populations in Berber, Atbara, Eldamar,Almatama and Shandi localities.",11/10/2021 12:00:00 AM,3/9/2022 12:00:00 AM,4 Months,392006.1,315169.4,51191.4,9/12/2021 6:35:41 AM,24402##33698##19273##26577,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),Project Closure,5506,PRJ_UND_REF,905001.3952,12/13/2021 5:33:25 PM
